equipment_id,equipment_type,rental_price_per_day,min_rental_price,max_rental_price,unit,snapshot_date
EQ030761,Baler,2931,2000,3500,per day,2025-09-17
EQ030762,Cultivator,465,400,900,per day,2025-09-17
EQ030763,Leveller,963,800,1500,per day,2025-09-17
EQ030764,Weeder,522,250,600,per day,2025-09-17
EQ030765,Leveller,1067,800,1500,per day,2025-09-17
EQ030766,Sprayer,271,200,500,per day,2025-09-17
EQ030767,Weeder,327,250,600,per day,2025-09-17
EQ030768,Reaper,2120,1500,2500,per day,2025-09-17
EQ030769,Thresher,862,600,1200,per day,2025-09-17
EQ030770,Weeder,310,250,600,per day,2025-09-17
EQ030771,Harvester,4635,3000,6000,per day,2025-09-17
EQ030772,Sprayer,253,200,500,per day,2025-09-17
EQ030773,Harvester,3279,3000,6000,per day,2025-09-17
EQ030774,Plough,514,300,800,per day,2025-09-17
EQ030775,Mulcher,1110,900,1600,per day,2025-09-17
EQ030776,Baler,2329,2000,3500,per day,2025-09-17
EQ030777,Harvester,4009,3000,6000,per day,2025-09-17
EQ030778,Rotavator,711,400,1000,per day,2025-09-17
EQ030779,Baler,2000,2000,3500,per day,2025-09-17
EQ030780,Leveller,850,800,1500,per day,2025-09-17
EQ030781,Disc Harrow,742,500,1000,per day,2025-09-17
EQ030782,Disc Harrow,564,500,1000,per day,2025-09-17
EQ030783,Reaper,2126,1500,2500,per day,2025-09-17
EQ030784,Weeder,417,250,600,per day,2025-09-17
EQ030785,Cultivator,724,400,900,per day,2025-09-17
EQ030786,Leveller,1116,800,1500,per day,2025-09-17
EQ030787,Baler,2417,2000,3500,per day,2025-09-17
EQ030788,Sprayer,379,200,500,per day,2025-09-17
EQ030789,Weeder,375,250,600,per day,2025-09-17
EQ030790,Thresher,1039,600,1200,per day,2025-09-17
EQ030791,Tractor,1723,1000,2000,per day,2025-09-17
EQ030792,Pumpset,580,300,800,per day,2025-09-17
EQ030793,Mulcher,1228,900,1600,per day,2025-09-17
EQ030794,Seed Drill,735,400,900,per day,2025-09-17
EQ030795,Plough,529,300,800,per day,2025-09-17
EQ030796,Rotavator,604,400,1000,per day,2025-09-17
EQ030797,Weeder,389,250,600,per day,2025-09-17
EQ030798,Plough,421,300,800,per day,2025-09-17
EQ030799,Weeder,404,250,600,per day,2025-09-17
EQ030800,Sprayer,318,200,500,per day,2025-09-17
EQ030801,Weeder,400,250,600,per day,2025-09-17
EQ030802,Tractor,1985,1000,2000,per day,2025-09-17
EQ030803,Mulcher,1306,900,1600,per day,2025-09-17
EQ030804,Rotavator,510,400,1000,per day,2025-09-17
EQ030805,Thresher,968,600,1200,per day,2025-09-17
EQ030806,Thresher,1200,600,1200,per day,2025-09-17
EQ030807,Leveller,870,800,1500,per day,2025-09-17
EQ030808,Plough,553,300,800,per day,2025-09-17
EQ030809,Plough,478,300,800,per day,2025-09-17
EQ030810,Weeder,368,250,600,per day,2025-09-17
EQ030811,Seed Drill,606,400,900,per day,2025-09-17
EQ030812,Disc Harrow,627,500,1000,per day,2025-09-17
EQ030813,Leveller,1110,800,1500,per day,2025-09-17
EQ030814,Plough,420,300,800,per day,2025-09-17
EQ030815,Plough,436,300,800,per day,2025-09-17
EQ030816,Baler,2292,2000,3500,per day,2025-09-17
EQ030817,Reaper,1831,1500,2500,per day,2025-09-17
EQ030818,Mulcher,1273,900,1600,per day,2025-09-17
EQ030819,Leveller,914,800,1500,per day,2025-09-17
EQ030820,Leveller,1033,800,1500,per day,2025-09-17
EQ030821,Weeder,387,250,600,per day,2025-09-17
EQ030822,Rotavator,709,400,1000,per day,2025-09-17
EQ030823,Weeder,369,250,600,per day,2025-09-17
EQ030824,Pumpset,591,300,800,per day,2025-09-17
EQ030825,Mulcher,1152,900,1600,per day,2025-09-17
EQ030826,Power Tiller,979,500,1200,per day,2025-09-17
EQ030827,Rotavator,645,400,1000,per day,2025-09-17
EQ030828,Weeder,455,250,600,per day,2025-09-17
EQ030829,Sprayer,328,200,500,per day,2025-09-17
EQ030830,Harvester,3601,3000,6000,per day,2025-09-17
EQ030831,Rotavator,733,400,1000,per day,2025-09-17
EQ030832,Tractor,1750,1000,2000,per day,2025-09-17
EQ030833,Rotavator,565,400,1000,per day,2025-09-17
EQ030834,Thresher,950,600,1200,per day,2025-09-17
EQ030835,Sprayer,278,200,500,per day,2025-09-17
EQ030836,Pumpset,657,300,800,per day,2025-09-17
EQ030837,Pumpset,523,300,800,per day,2025-09-17
EQ030838,Sprayer,318,200,500,per day,2025-09-17
EQ030839,Cultivator,526,400,900,per day,2025-09-17
EQ030840,Plough,565,300,800,per day,2025-09-17
EQ030841,Reaper,1950,1500,2500,per day,2025-09-17
EQ030842,Mulcher,1243,900,1600,per day,2025-09-17
EQ030843,Rotavator,474,400,1000,per day,2025-09-17
EQ030844,Sprayer,266,200,500,per day,2025-09-17
EQ030845,Weeder,503,250,600,per day,2025-09-17
EQ030846,Seed Drill,665,400,900,per day,2025-09-17
EQ030847,Tractor,1838,1000,2000,per day,2025-09-17
EQ030848,Baler,2788,2000,3500,per day,2025-09-17
EQ030849,Seed Drill,544,400,900,per day,2025-09-17
EQ030850,Reaper,1874,1500,2500,per day,2025-09-17
EQ030851,Baler,2692,2000,3500,per day,2025-09-17
EQ030852,Power Tiller,705,500,1200,per day,2025-09-17
EQ030853,Thresher,975,600,1200,per day,2025-09-17
EQ030854,Weeder,424,250,600,per day,2025-09-17
EQ030855,Tractor,1742,1000,2000,per day,2025-09-17
EQ030856,Thresher,875,600,1200,per day,2025-09-17
EQ030857,Tractor,1488,1000,2000,per day,2025-09-17
EQ030858,Tractor,1885,1000,2000,per day,2025-09-17
EQ030859,Cultivator,521,400,900,per day,2025-09-17
EQ030860,Mulcher,1098,900,1600,per day,2025-09-17
EQ030861,Mulcher,1221,900,1600,per day,2025-09-17
EQ030862,Tractor,1746,1000,2000,per day,2025-09-17
EQ030863,Harvester,3900,3000,6000,per day,2025-09-17
EQ030864,Cultivator,705,400,900,per day,2025-09-17
EQ030865,Plough,550,300,800,per day,2025-09-17
EQ030866,Mulcher,1282,900,1600,per day,2025-09-17
EQ030867,Leveller,930,800,1500,per day,2025-09-17
EQ030868,Leveller,855,800,1500,per day,2025-09-17
EQ030869,Mulcher,1160,900,1600,per day,2025-09-17
EQ030870,Disc Harrow,610,500,1000,per day,2025-09-17
EQ030871,Disc Harrow,712,500,1000,per day,2025-09-17
EQ030872,Rotavator,747,400,1000,per day,2025-09-17
EQ030873,Disc Harrow,599,500,1000,per day,2025-09-17
EQ030874,Weeder,386,250,600,per day,2025-09-17
EQ030875,Baler,2225,2000,3500,per day,2025-09-17
EQ030876,Cultivator,647,400,900,per day,2025-09-17
EQ030877,Rotavator,714,400,1000,per day,2025-09-17
EQ030878,Cultivator,496,400,900,per day,2025-09-17
EQ030879,Plough,590,300,800,per day,2025-09-17
EQ030880,Seed Drill,685,400,900,per day,2025-09-17
EQ030881,Power Tiller,853,500,1200,per day,2025-09-17
EQ030882,Weeder,392,250,600,per day,2025-09-17
EQ030883,Leveller,1075,800,1500,per day,2025-09-17
EQ030884,Plough,515,300,800,per day,2025-09-17
EQ030885,Sprayer,263,200,500,per day,2025-09-17
EQ030886,Pumpset,440,300,800,per day,2025-09-17
EQ030887,Cultivator,552,400,900,per day,2025-09-17
EQ030888,Baler,2853,2000,3500,per day,2025-09-17
EQ030889,Pumpset,487,300,800,per day,2025-09-17
EQ030890,Power Tiller,730,500,1200,per day,2025-09-17
EQ030891,Pumpset,479,300,800,per day,2025-09-17
EQ030892,Weeder,375,250,600,per day,2025-09-17
EQ030893,Harvester,4623,3000,6000,per day,2025-09-17
EQ030894,Weeder,353,250,600,per day,2025-09-17
EQ030895,Seed Drill,667,400,900,per day,2025-09-17
EQ030896,Seed Drill,623,400,900,per day,2025-09-17
EQ030897,Disc Harrow,693,500,1000,per day,2025-09-17
EQ030898,Pumpset,544,300,800,per day,2025-09-17
EQ030899,Baler,2641,2000,3500,per day,2025-09-17
EQ030900,Tractor,2000,1000,2000,per day,2025-09-17
EQ030901,Harvester,4362,3000,6000,per day,2025-09-17
EQ030902,Disc Harrow,617,500,1000,per day,2025-09-17
EQ030903,Sprayer,251,200,500,per day,2025-09-17
EQ030904,Pumpset,686,300,800,per day,2025-09-17
EQ030905,Seed Drill,548,400,900,per day,2025-09-17
EQ030906,Weeder,278,250,600,per day,2025-09-17
EQ030907,Cultivator,563,400,900,per day,2025-09-17
EQ030908,Mulcher,1409,900,1600,per day,2025-09-17
EQ030909,Reaper,2003,1500,2500,per day,2025-09-17
EQ030910,Thresher,815,600,1200,per day,2025-09-17
EQ030911,Leveller,1124,800,1500,per day,2025-09-17
EQ030912,Rotavator,785,400,1000,per day,2025-09-17
EQ030913,Weeder,354,250,600,per day,2025-09-17
EQ030914,Seed Drill,699,400,900,per day,2025-09-17
EQ030915,Disc Harrow,564,500,1000,per day,2025-09-17
EQ030916,Disc Harrow,774,500,1000,per day,2025-09-17
EQ030917,Seed Drill,545,400,900,per day,2025-09-17
EQ030918,Pumpset,516,300,800,per day,2025-09-17
EQ030919,Disc Harrow,790,500,1000,per day,2025-09-17
EQ030920,Baler,2122,2000,3500,per day,2025-09-17
EQ030921,Thresher,937,600,1200,per day,2025-09-17
EQ030922,Cultivator,591,400,900,per day,2025-09-17
EQ030923,Reaper,2043,1500,2500,per day,2025-09-17
EQ030924,Tractor,1778,1000,2000,per day,2025-09-17
EQ030925,Plough,491,300,800,per day,2025-09-17
EQ030926,Disc Harrow,633,500,1000,per day,2025-09-17
EQ030927,Harvester,4498,3000,6000,per day,2025-09-17
EQ030928,Sprayer,337,200,500,per day,2025-09-17
EQ030929,Seed Drill,556,400,900,per day,2025-09-17
EQ030930,Rotavator,748,400,1000,per day,2025-09-17
EQ030931,Tractor,1721,1000,2000,per day,2025-09-17
EQ030932,Leveller,920,800,1500,per day,2025-09-17
EQ030933,Cultivator,670,400,900,per day,2025-09-17
EQ030934,Thresher,835,600,1200,per day,2025-09-17
EQ030935,Seed Drill,663,400,900,per day,2025-09-17
EQ030936,Power Tiller,806,500,1200,per day,2025-09-17
EQ030937,Tractor,1454,1000,2000,per day,2025-09-17
EQ030938,Harvester,4591,3000,6000,per day,2025-09-17
EQ030939,Sprayer,328,200,500,per day,2025-09-17
EQ030940,Leveller,1124,800,1500,per day,2025-09-17
EQ030941,Reaper,1889,1500,2500,per day,2025-09-17
EQ030942,Mulcher,1327,900,1600,per day,2025-09-17
EQ030943,Baler,2413,2000,3500,per day,2025-09-17
EQ030944,Seed Drill,688,400,900,per day,2025-09-17
EQ030945,Plough,431,300,800,per day,2025-09-17
EQ030946,Leveller,800,800,1500,per day,2025-09-17
EQ030947,Sprayer,405,200,500,per day,2025-09-17
EQ030948,Seed Drill,574,400,900,per day,2025-09-17
EQ030949,Seed Drill,564,400,900,per day,2025-09-17
EQ030950,Harvester,4942,3000,6000,per day,2025-09-17
EQ030951,Reaper,2321,1500,2500,per day,2025-09-17
EQ030952,Mulcher,1294,900,1600,per day,2025-09-17
EQ030953,Weeder,421,250,600,per day,2025-09-17
EQ030954,Harvester,4187,3000,6000,per day,2025-09-17
EQ030955,Plough,454,300,800,per day,2025-09-17
EQ030956,Tractor,1612,1000,2000,per day,2025-09-17
EQ030957,Baler,2600,2000,3500,per day,2025-09-17
EQ030958,Leveller,950,800,1500,per day,2025-09-17
EQ030959,Cultivator,601,400,900,per day,2025-09-17
EQ030960,Seed Drill,539,400,900,per day,2025-09-17
EQ030961,Mulcher,1224,900,1600,per day,2025-09-17
EQ030962,Power Tiller,872,500,1200,per day,2025-09-17
EQ030963,Weeder,337,250,600,per day,2025-09-17
EQ030964,Thresher,799,600,1200,per day,2025-09-17
EQ030965,Leveller,866,800,1500,per day,2025-09-17
EQ030966,Pumpset,495,300,800,per day,2025-09-17
EQ030967,Plough,656,300,800,per day,2025-09-17
EQ030968,Leveller,1029,800,1500,per day,2025-09-17
EQ030969,Sprayer,227,200,500,per day,2025-09-17
EQ030970,Mulcher,1163,900,1600,per day,2025-09-17
EQ030971,Reaper,1891,1500,2500,per day,2025-09-17
EQ030972,Power Tiller,830,500,1200,per day,2025-09-17
EQ030973,Thresher,906,600,1200,per day,2025-09-17
EQ030974,Mulcher,1256,900,1600,per day,2025-09-17
EQ030975,Harvester,4604,3000,6000,per day,2025-09-17
EQ030976,Cultivator,574,400,900,per day,2025-09-17
EQ030977,Harvester,4594,3000,6000,per day,2025-09-17
EQ030978,Harvester,3745,3000,6000,per day,2025-09-17
EQ030979,Plough,443,300,800,per day,2025-09-17
EQ030980,Thresher,810,600,1200,per day,2025-09-17
EQ030981,Leveller,1087,800,1500,per day,2025-09-17
EQ030982,Cultivator,654,400,900,per day,2025-09-17
EQ030983,Power Tiller,653,500,1200,per day,2025-09-17
EQ030984,Disc Harrow,838,500,1000,per day,2025-09-17
EQ030985,Pumpset,536,300,800,per day,2025-09-17
EQ030986,Harvester,5290,3000,6000,per day,2025-09-17
EQ030987,Mulcher,1105,900,1600,per day,2025-09-17
EQ030988,Power Tiller,559,500,1200,per day,2025-09-17
EQ030989,Mulcher,1130,900,1600,per day,2025-09-17
EQ030990,Sprayer,339,200,500,per day,2025-09-17
EQ030991,Cultivator,759,400,900,per day,2025-09-17
EQ030992,Seed Drill,727,400,900,per day,2025-09-17
EQ030993,Plough,652,300,800,per day,2025-09-17
EQ030994,Disc Harrow,789,500,1000,per day,2025-09-17
EQ030995,Reaper,2015,1500,2500,per day,2025-09-17
EQ030996,Seed Drill,573,400,900,per day,2025-09-17
EQ030997,Tractor,1799,1000,2000,per day,2025-09-17
EQ030998,Thresher,810,600,1200,per day,2025-09-17
EQ030999,Tractor,1995,1000,2000,per day,2025-09-17
EQ031000,Thresher,720,600,1200,per day,2025-09-17
EQ031001,Reaper,2186,1500,2500,per day,2025-09-17
EQ031002,Plough,525,300,800,per day,2025-09-17
EQ031003,Thresher,848,600,1200,per day,2025-09-17
EQ031004,Harvester,4715,3000,6000,per day,2025-09-17
EQ031005,Sprayer,327,200,500,per day,2025-09-17
EQ031006,Pumpset,479,300,800,per day,2025-09-17
EQ031007,Power Tiller,950,500,1200,per day,2025-09-17
EQ031008,Sprayer,296,200,500,per day,2025-09-17
EQ031009,Seed Drill,791,400,900,per day,2025-09-17
EQ031010,Mulcher,1228,900,1600,per day,2025-09-17
EQ031011,Weeder,350,250,600,per day,2025-09-17
EQ031012,Disc Harrow,682,500,1000,per day,2025-09-17
EQ031013,Baler,2638,2000,3500,per day,2025-09-17
EQ031014,Weeder,384,250,600,per day,2025-09-17
EQ031015,Weeder,516,250,600,per day,2025-09-17
EQ031016,Tractor,2000,1000,2000,per day,2025-09-17
EQ031017,Tractor,1837,1000,2000,per day,2025-09-17
EQ031018,Mulcher,921,900,1600,per day,2025-09-17
EQ031019,Reaper,1917,1500,2500,per day,2025-09-17
EQ031020,Tractor,1816,1000,2000,per day,2025-09-17
EQ031021,Seed Drill,575,400,900,per day,2025-09-17
EQ031022,Plough,462,300,800,per day,2025-09-17
EQ031023,Plough,524,300,800,per day,2025-09-17
EQ031024,Weeder,456,250,600,per day,2025-09-17
EQ031025,Plough,329,300,800,per day,2025-09-17
EQ031026,Plough,451,300,800,per day,2025-09-17
EQ031027,Disc Harrow,644,500,1000,per day,2025-09-17
EQ031028,Leveller,1006,800,1500,per day,2025-09-17
EQ031029,Pumpset,599,300,800,per day,2025-09-17
EQ031030,Weeder,390,250,600,per day,2025-09-17
EQ031031,Thresher,873,600,1200,per day,2025-09-17
EQ031032,Thresher,1152,600,1200,per day,2025-09-17
EQ031033,Weeder,407,250,600,per day,2025-09-17
EQ031034,Power Tiller,781,500,1200,per day,2025-09-17
EQ031035,Disc Harrow,728,500,1000,per day,2025-09-17
EQ031036,Leveller,991,800,1500,per day,2025-09-17
EQ031037,Weeder,279,250,600,per day,2025-09-17
EQ031038,Power Tiller,819,500,1200,per day,2025-09-17
EQ031039,Weeder,383,250,600,per day,2025-09-17
EQ031040,Seed Drill,706,400,900,per day,2025-09-17
EQ031041,Thresher,847,600,1200,per day,2025-09-17
EQ031042,Seed Drill,504,400,900,per day,2025-09-17
EQ031043,Weeder,352,250,600,per day,2025-09-17
EQ031044,Pumpset,445,300,800,per day,2025-09-17
EQ031045,Mulcher,1079,900,1600,per day,2025-09-17
EQ031046,Rotavator,647,400,1000,per day,2025-09-17
EQ031047,Plough,536,300,800,per day,2025-09-17
EQ031048,Cultivator,581,400,900,per day,2025-09-17
EQ031049,Leveller,848,800,1500,per day,2025-09-17
EQ031050,Seed Drill,593,400,900,per day,2025-09-17
EQ031051,Sprayer,308,200,500,per day,2025-09-17
EQ031052,Baler,2531,2000,3500,per day,2025-09-17
EQ031053,Weeder,505,250,600,per day,2025-09-17
EQ031054,Harvester,4640,3000,6000,per day,2025-09-17
EQ031055,Harvester,4427,3000,6000,per day,2025-09-17
EQ031056,Seed Drill,713,400,900,per day,2025-09-17
EQ031057,Sprayer,367,200,500,per day,2025-09-17
EQ031058,Mulcher,1206,900,1600,per day,2025-09-17
EQ031059,Leveller,922,800,1500,per day,2025-09-17
EQ031060,Power Tiller,827,500,1200,per day,2025-09-17
EQ031061,Pumpset,510,300,800,per day,2025-09-17
EQ031062,Plough,509,300,800,per day,2025-09-17
EQ031063,Sprayer,284,200,500,per day,2025-09-17
EQ031064,Reaper,1855,1500,2500,per day,2025-09-17
EQ031065,Reaper,1953,1500,2500,per day,2025-09-17
EQ031066,Plough,552,300,800,per day,2025-09-17
EQ031067,Cultivator,655,400,900,per day,2025-09-17
EQ031068,Baler,2000,2000,3500,per day,2025-09-17
EQ031069,Plough,380,300,800,per day,2025-09-17
EQ031070,Disc Harrow,613,500,1000,per day,2025-09-17
EQ031071,Weeder,364,250,600,per day,2025-09-17
EQ031072,Cultivator,560,400,900,per day,2025-09-17
EQ031073,Leveller,1044,800,1500,per day,2025-09-17
EQ031074,Plough,494,300,800,per day,2025-09-17
EQ031075,Thresher,671,600,1200,per day,2025-09-17
EQ031076,Tractor,1789,1000,2000,per day,2025-09-17
EQ031077,Plough,584,300,800,per day,2025-09-17
EQ031078,Mulcher,1008,900,1600,per day,2025-09-17
EQ031079,Tractor,2000,1000,2000,per day,2025-09-17
EQ031080,Baler,2305,2000,3500,per day,2025-09-17
EQ031081,Mulcher,1207,900,1600,per day,2025-09-17
EQ031082,Reaper,2139,1500,2500,per day,2025-09-17
EQ031083,Sprayer,271,200,500,per day,2025-09-17
EQ031084,Disc Harrow,634,500,1000,per day,2025-09-17
EQ031085,Cultivator,594,400,900,per day,2025-09-17
EQ031086,Plough,586,300,800,per day,2025-09-17
EQ031087,Rotavator,731,400,1000,per day,2025-09-17
EQ031088,Harvester,4319,3000,6000,per day,2025-09-17
EQ031089,Pumpset,514,300,800,per day,2025-09-17
EQ031090,Disc Harrow,645,500,1000,per day,2025-09-17
EQ031091,Tractor,1942,1000,2000,per day,2025-09-17
EQ031092,Rotavator,662,400,1000,per day,2025-09-17
EQ031093,Rotavator,663,400,1000,per day,2025-09-17
EQ031094,Pumpset,537,300,800,per day,2025-09-17
EQ031095,Leveller,890,800,1500,per day,2025-09-17
EQ031096,Weeder,406,250,600,per day,2025-09-17
EQ031097,Seed Drill,641,400,900,per day,2025-09-17
EQ031098,Thresher,940,600,1200,per day,2025-09-17
EQ031099,Thresher,731,600,1200,per day,2025-09-17
EQ031100,Tractor,2000,1000,2000,per day,2025-09-17
EQ031101,Cultivator,603,400,900,per day,2025-09-17
EQ031102,Cultivator,755,400,900,per day,2025-09-17
EQ031103,Leveller,1062,800,1500,per day,2025-09-17
EQ031104,Baler,2422,2000,3500,per day,2025-09-17
EQ031105,Baler,2303,2000,3500,per day,2025-09-17
EQ031106,Weeder,469,250,600,per day,2025-09-17
EQ031107,Weeder,521,250,600,per day,2025-09-17
EQ031108,Harvester,3861,3000,6000,per day,2025-09-17
EQ031109,Weeder,368,250,600,per day,2025-09-17
EQ031110,Harvester,4186,3000,6000,per day,2025-09-17
EQ031111,Thresher,816,600,1200,per day,2025-09-17
EQ031112,Leveller,967,800,1500,per day,2025-09-17
EQ031113,Reaper,2151,1500,2500,per day,2025-09-17
EQ031114,Baler,2542,2000,3500,per day,2025-09-17
EQ031115,Seed Drill,619,400,900,per day,2025-09-17
EQ031116,Tractor,1791,1000,2000,per day,2025-09-17
EQ031117,Weeder,410,250,600,per day,2025-09-17
EQ031118,Plough,487,300,800,per day,2025-09-17
EQ031119,Rotavator,877,400,1000,per day,2025-09-17
EQ031120,Baler,2774,2000,3500,per day,2025-09-17
EQ031121,Reaper,1874,1500,2500,per day,2025-09-17
EQ031122,Sprayer,270,200,500,per day,2025-09-17
EQ031123,Reaper,2356,1500,2500,per day,2025-09-17
EQ031124,Pumpset,589,300,800,per day,2025-09-17
EQ031125,Baler,2082,2000,3500,per day,2025-09-17
EQ031126,Baler,2088,2000,3500,per day,2025-09-17
EQ031127,Leveller,1062,800,1500,per day,2025-09-17
EQ031128,Leveller,1140,800,1500,per day,2025-09-17
EQ031129,Cultivator,477,400,900,per day,2025-09-17
EQ031130,Seed Drill,825,400,900,per day,2025-09-17
EQ031131,Harvester,4044,3000,6000,per day,2025-09-17
EQ031132,Seed Drill,671,400,900,per day,2025-09-17
EQ031133,Weeder,273,250,600,per day,2025-09-17
EQ031134,Reaper,2151,1500,2500,per day,2025-09-17
EQ031135,Harvester,4527,3000,6000,per day,2025-09-17
EQ031136,Reaper,2143,1500,2500,per day,2025-09-17
EQ031137,Sprayer,340,200,500,per day,2025-09-17
EQ031138,Power Tiller,822,500,1200,per day,2025-09-17
EQ031139,Reaper,2148,1500,2500,per day,2025-09-17
EQ031140,Reaper,2095,1500,2500,per day,2025-09-17
EQ031141,Baler,2400,2000,3500,per day,2025-09-17
EQ031142,Mulcher,1255,900,1600,per day,2025-09-17
EQ031143,Mulcher,1119,900,1600,per day,2025-09-17
EQ031144,Leveller,937,800,1500,per day,2025-09-17
EQ031145,Pumpset,438,300,800,per day,2025-09-17
EQ031146,Seed Drill,619,400,900,per day,2025-09-17
EQ031147,Thresher,903,600,1200,per day,2025-09-17
EQ031148,Harvester,4121,3000,6000,per day,2025-09-17
EQ031149,Harvester,5058,3000,6000,per day,2025-09-17
EQ031150,Leveller,1095,800,1500,per day,2025-09-17
EQ031151,Seed Drill,748,400,900,per day,2025-09-17
EQ031152,Thresher,850,600,1200,per day,2025-09-17
EQ031153,Power Tiller,860,500,1200,per day,2025-09-17
EQ031154,Plough,471,300,800,per day,2025-09-17
EQ031155,Thresher,782,600,1200,per day,2025-09-17
EQ031156,Baler,2249,2000,3500,per day,2025-09-17
EQ031157,Baler,2000,2000,3500,per day,2025-09-17
EQ031158,Thresher,786,600,1200,per day,2025-09-17
EQ031159,Plough,439,300,800,per day,2025-09-17
EQ031160,Reaper,1932,1500,2500,per day,2025-09-17
EQ031161,Weeder,451,250,600,per day,2025-09-17
EQ031162,Sprayer,308,200,500,per day,2025-09-17
EQ031163,Rotavator,740,400,1000,per day,2025-09-17
EQ031164,Leveller,928,800,1500,per day,2025-09-17
EQ031165,Seed Drill,767,400,900,per day,2025-09-17
EQ031166,Mulcher,1127,900,1600,per day,2025-09-17
EQ031167,Harvester,3518,3000,6000,per day,2025-09-17
EQ031168,Rotavator,736,400,1000,per day,2025-09-17
EQ031169,Tractor,1810,1000,2000,per day,2025-09-17
EQ031170,Rotavator,757,400,1000,per day,2025-09-17
EQ031171,Reaper,1852,1500,2500,per day,2025-09-17
EQ031172,Mulcher,1101,900,1600,per day,2025-09-17
EQ031173,Plough,349,300,800,per day,2025-09-17
EQ031174,Sprayer,328,200,500,per day,2025-09-17
EQ031175,Mulcher,1140,900,1600,per day,2025-09-17
EQ031176,Power Tiller,565,500,1200,per day,2025-09-17
EQ031177,Seed Drill,654,400,900,per day,2025-09-17
EQ031178,Pumpset,551,300,800,per day,2025-09-17
EQ031179,Disc Harrow,808,500,1000,per day,2025-09-17
EQ031180,Plough,554,300,800,per day,2025-09-17
EQ031181,Disc Harrow,736,500,1000,per day,2025-09-17
EQ031182,Harvester,5093,3000,6000,per day,2025-09-17
EQ031183,Cultivator,650,400,900,per day,2025-09-17
EQ031184,Tractor,1845,1000,2000,per day,2025-09-17
EQ031185,Plough,398,300,800,per day,2025-09-17
EQ031186,Tractor,1812,1000,2000,per day,2025-09-17
EQ031187,Cultivator,547,400,900,per day,2025-09-17
EQ031188,Seed Drill,749,400,900,per day,2025-09-17
EQ031189,Harvester,3683,3000,6000,per day,2025-09-17
EQ031190,Tractor,1610,1000,2000,per day,2025-09-17
EQ031191,Leveller,891,800,1500,per day,2025-09-17
EQ031192,Leveller,848,800,1500,per day,2025-09-17
EQ031193,Disc Harrow,752,500,1000,per day,2025-09-17
EQ031194,Harvester,3985,3000,6000,per day,2025-09-17
EQ031195,Reaper,1820,1500,2500,per day,2025-09-17
EQ031196,Seed Drill,521,400,900,per day,2025-09-17
EQ031197,Plough,422,300,800,per day,2025-09-17
EQ031198,Plough,465,300,800,per day,2025-09-17
EQ031199,Rotavator,813,400,1000,per day,2025-09-17
EQ031200,Mulcher,1125,900,1600,per day,2025-09-17
EQ031201,Mulcher,1031,900,1600,per day,2025-09-17
EQ031202,Reaper,2102,1500,2500,per day,2025-09-17
EQ031203,Seed Drill,700,400,900,per day,2025-09-17
EQ031204,Seed Drill,752,400,900,per day,2025-09-17
EQ031205,Plough,466,300,800,per day,2025-09-17
EQ031206,Sprayer,305,200,500,per day,2025-09-17
EQ031207,Sprayer,219,200,500,per day,2025-09-17
EQ031208,Plough,509,300,800,per day,2025-09-17
EQ031209,Reaper,1951,1500,2500,per day,2025-09-17
EQ031210,Sprayer,304,200,500,per day,2025-09-17
EQ031211,Pumpset,507,300,800,per day,2025-09-17
EQ031212,Baler,3013,2000,3500,per day,2025-09-17
EQ031213,Weeder,469,250,600,per day,2025-09-17
EQ031214,Harvester,4929,3000,6000,per day,2025-09-17
EQ031215,Mulcher,906,900,1600,per day,2025-09-17
EQ031216,Sprayer,278,200,500,per day,2025-09-17
EQ031217,Cultivator,614,400,900,per day,2025-09-17
EQ031218,Harvester,3921,3000,6000,per day,2025-09-17
EQ031219,Sprayer,219,200,500,per day,2025-09-17
EQ031220,Harvester,4801,3000,6000,per day,2025-09-17
EQ031221,Tractor,1796,1000,2000,per day,2025-09-17
EQ031222,Sprayer,333,200,500,per day,2025-09-17
EQ031223,Pumpset,471,300,800,per day,2025-09-17
EQ031224,Weeder,487,250,600,per day,2025-09-17
EQ031225,Pumpset,427,300,800,per day,2025-09-17
EQ031226,Disc Harrow,624,500,1000,per day,2025-09-17
EQ031227,Baler,2386,2000,3500,per day,2025-09-17
EQ031228,Leveller,1053,800,1500,per day,2025-09-17
EQ031229,Mulcher,1081,900,1600,per day,2025-09-17
EQ031230,Thresher,1076,600,1200,per day,2025-09-17
EQ031231,Thresher,806,600,1200,per day,2025-09-17
EQ031232,Seed Drill,502,400,900,per day,2025-09-17
EQ031233,Cultivator,529,400,900,per day,2025-09-17
EQ031234,Cultivator,599,400,900,per day,2025-09-17
EQ031235,Baler,2329,2000,3500,per day,2025-09-17
EQ031236,Rotavator,606,400,1000,per day,2025-09-17
EQ031237,Harvester,3726,3000,6000,per day,2025-09-17
EQ031238,Cultivator,494,400,900,per day,2025-09-17
EQ031239,Mulcher,1156,900,1600,per day,2025-09-17
EQ031240,Reaper,1939,1500,2500,per day,2025-09-17
EQ031241,Plough,348,300,800,per day,2025-09-17
EQ031242,Rotavator,604,400,1000,per day,2025-09-17
EQ031243,Seed Drill,545,400,900,per day,2025-09-17
EQ031244,Reaper,1780,1500,2500,per day,2025-09-17
EQ031245,Harvester,4637,3000,6000,per day,2025-09-17
EQ031246,Thresher,873,600,1200,per day,2025-09-17
