equipment_id,equipment_type,rental_price_per_day,min_rental_price,max_rental_price,unit,snapshot_date,Condition,Adjusted_Rental_Price
EQ025771,Power Tiller,821,500,1200,per day,2025-09-17,Good,821.0
EQ025772,Sprayer,414,200,500,per day,2025-09-17,Needs Repair,289.8
EQ025773,Leveller,1069,800,1500,per day,2025-09-17,Good,1069.0
EQ025774,Plough,436,300,800,per day,2025-09-17,Good,436.0
EQ025775,Harvester,4505,3000,6000,per day,2025-09-17,Needs Repair,3153.5
EQ025776,Weeder,347,250,600,per day,2025-09-17,Good,347.0
EQ025777,Pumpset,544,300,800,per day,2025-09-17,Needs Repair,380.8
EQ025778,Cultivator,671,400,900,per day,2025-09-17,Good,671.0
EQ025779,Plough,597,300,800,per day,2025-09-17,Good,597.0
EQ025780,Rotavator,679,400,1000,per day,2025-09-17,Good,679.0
EQ025781,Seed Drill,709,400,900,per day,2025-09-17,Good,709.0
EQ025782,Sprayer,344,200,500,per day,2025-09-17,Good,344.0
EQ025783,Pumpset,567,300,800,per day,2025-09-17,Good,567.0
EQ025784,Rotavator,622,400,1000,per day,2025-09-17,Needs Repair,435.4
EQ025785,Disc Harrow,729,500,1000,per day,2025-09-17,Good,729.0
EQ025786,Baler,2572,2000,3500,per day,2025-09-17,Needs Repair,1800.4
EQ025787,Rotavator,509,400,1000,per day,2025-09-17,Good,509.0
EQ025788,Mulcher,1141,900,1600,per day,2025-09-17,Good,1141.0
EQ025789,Baler,2185,2000,3500,per day,2025-09-17,Needs Repair,1529.5
EQ025790,Plough,524,300,800,per day,2025-09-17,Good,524.0
EQ025791,Weeder,424,250,600,per day,2025-09-17,Needs Repair,296.8
EQ025792,Mulcher,1225,900,1600,per day,2025-09-17,Good,1225.0
EQ025793,Cultivator,571,400,900,per day,2025-09-17,Good,571.0
EQ025794,Thresher,732,600,1200,per day,2025-09-17,Good,732.0
EQ025795,Power Tiller,1016,500,1200,per day,2025-09-17,Good,1016.0
EQ025796,Mulcher,1242,900,1600,per day,2025-09-17,Good,1242.0
EQ025797,Baler,2969,2000,3500,per day,2025-09-17,Needs Repair,2078.3
EQ025798,Power Tiller,928,500,1200,per day,2025-09-17,Good,928.0
EQ025799,Power Tiller,655,500,1200,per day,2025-09-17,Good,655.0
EQ025800,Mulcher,1385,900,1600,per day,2025-09-17,Needs Repair,969.5
EQ025801,Sprayer,286,200,500,per day,2025-09-17,Needs Repair,200.2
EQ025802,Pumpset,425,300,800,per day,2025-09-17,Good,425.0
EQ025803,Disc Harrow,775,500,1000,per day,2025-09-17,Good,775.0
EQ025804,Plough,549,300,800,per day,2025-09-17,Good,549.0
EQ025805,Reaper,1765,1500,2500,per day,2025-09-17,Good,1765.0
EQ025806,Sprayer,345,200,500,per day,2025-09-17,Good,345.0
EQ025807,Cultivator,550,400,900,per day,2025-09-17,Needs Repair,385.0
EQ025808,Weeder,433,250,600,per day,2025-09-17,Good,433.0
EQ025809,Baler,2623,2000,3500,per day,2025-09-17,Good,2623.0
EQ025810,Baler,2895,2000,3500,per day,2025-09-17,Needs Repair,2026.5
EQ025811,Sprayer,282,200,500,per day,2025-09-17,Good,282.0
EQ025812,Rotavator,866,400,1000,per day,2025-09-17,Needs Repair,606.2
EQ025813,Mulcher,1134,900,1600,per day,2025-09-17,Good,1134.0
EQ025814,Seed Drill,597,400,900,per day,2025-09-17,Good,597.0
EQ025815,Tractor,1991,1000,2000,per day,2025-09-17,Needs Repair,1393.7
EQ025816,Seed Drill,674,400,900,per day,2025-09-17,Good,674.0
EQ025817,Power Tiller,567,500,1200,per day,2025-09-17,Needs Repair,396.9
EQ025818,Mulcher,1233,900,1600,per day,2025-09-17,Good,1233.0
EQ025819,Pumpset,531,300,800,per day,2025-09-17,Needs Repair,371.7
EQ025820,Weeder,370,250,600,per day,2025-09-17,Good,370.0
EQ025821,Plough,559,300,800,per day,2025-09-17,Good,559.0
EQ025822,Power Tiller,972,500,1200,per day,2025-09-17,Good,972.0
EQ025823,Plough,595,300,800,per day,2025-09-17,Good,595.0
EQ025824,Baler,2438,2000,3500,per day,2025-09-17,Good,2438.0
EQ025825,Leveller,983,800,1500,per day,2025-09-17,Good,983.0
EQ025826,Cultivator,620,400,900,per day,2025-09-17,Good,620.0
EQ025827,Tractor,2000,1000,2000,per day,2025-09-17,Good,2000.0
EQ025828,Thresher,948,600,1200,per day,2025-09-17,Needs Repair,663.6
EQ025829,Leveller,945,800,1500,per day,2025-09-17,Good,945.0
EQ025830,Thresher,825,600,1200,per day,2025-09-17,Good,825.0
EQ025831,Plough,506,300,800,per day,2025-09-17,Good,506.0
EQ025832,Rotavator,643,400,1000,per day,2025-09-17,Good,643.0
EQ025833,Power Tiller,754,500,1200,per day,2025-09-17,Needs Repair,527.8
EQ025834,Cultivator,477,400,900,per day,2025-09-17,Good,477.0
EQ025835,Mulcher,1273,900,1600,per day,2025-09-17,Good,1273.0
EQ025836,Rotavator,924,400,1000,per day,2025-09-17,Good,924.0
EQ025837,Mulcher,1222,900,1600,per day,2025-09-17,Needs Repair,855.4
EQ025838,Pumpset,419,300,800,per day,2025-09-17,Good,419.0
EQ025839,Mulcher,1107,900,1600,per day,2025-09-17,Needs Repair,774.9
EQ025840,Harvester,4389,3000,6000,per day,2025-09-17,Good,4389.0
EQ025841,Leveller,1003,800,1500,per day,2025-09-17,Needs Repair,702.1
EQ025842,Rotavator,781,400,1000,per day,2025-09-17,Good,781.0
EQ025843,Disc Harrow,673,500,1000,per day,2025-09-17,Needs Repair,471.1
EQ025844,Harvester,4129,3000,6000,per day,2025-09-17,Good,4129.0
EQ025845,Tractor,1630,1000,2000,per day,2025-09-17,Good,1630.0
EQ025846,Leveller,1103,800,1500,per day,2025-09-17,Needs Repair,772.1
EQ025847,Sprayer,289,200,500,per day,2025-09-17,Good,289.0
EQ025848,Plough,547,300,800,per day,2025-09-17,Good,547.0
EQ025849,Cultivator,645,400,900,per day,2025-09-17,Needs Repair,451.5
EQ025850,Cultivator,672,400,900,per day,2025-09-17,Good,672.0
EQ025851,Leveller,1018,800,1500,per day,2025-09-17,Good,1018.0
EQ025852,Rotavator,718,400,1000,per day,2025-09-17,Good,718.0
EQ025853,Plough,494,300,800,per day,2025-09-17,Good,494.0
EQ025854,Thresher,929,600,1200,per day,2025-09-17,Needs Repair,650.3
EQ025855,Seed Drill,642,400,900,per day,2025-09-17,Good,642.0
EQ025856,Sprayer,328,200,500,per day,2025-09-17,Good,328.0
EQ025857,Weeder,389,250,600,per day,2025-09-17,Good,389.0
EQ025858,Reaper,2080,1500,2500,per day,2025-09-17,Good,2080.0
EQ025859,Disc Harrow,736,500,1000,per day,2025-09-17,Needs Repair,515.2
EQ025860,Cultivator,540,400,900,per day,2025-09-17,Needs Repair,378.0
EQ025861,Mulcher,1258,900,1600,per day,2025-09-17,Good,1258.0
EQ025862,Tractor,1978,1000,2000,per day,2025-09-17,Good,1978.0
EQ025863,Rotavator,695,400,1000,per day,2025-09-17,Needs Repair,486.5
EQ025864,Weeder,467,250,600,per day,2025-09-17,Good,467.0
EQ025865,Sprayer,258,200,500,per day,2025-09-17,Good,258.0
EQ025866,Reaper,1787,1500,2500,per day,2025-09-17,Good,1787.0
EQ025867,Leveller,1006,800,1500,per day,2025-09-17,Good,1006.0
EQ025868,Power Tiller,898,500,1200,per day,2025-09-17,Needs Repair,628.6
EQ025869,Disc Harrow,671,500,1000,per day,2025-09-17,Good,671.0
EQ025870,Plough,568,300,800,per day,2025-09-17,Needs Repair,397.6
EQ025871,Mulcher,1270,900,1600,per day,2025-09-17,Good,1270.0
EQ025872,Sprayer,344,200,500,per day,2025-09-17,Good,344.0
EQ025873,Baler,2397,2000,3500,per day,2025-09-17,Needs Repair,1677.9
EQ025874,Leveller,1164,800,1500,per day,2025-09-17,Needs Repair,814.8
EQ025875,Thresher,1156,600,1200,per day,2025-09-17,Needs Repair,809.2
EQ025876,Rotavator,640,400,1000,per day,2025-09-17,Good,640.0
EQ025877,Thresher,954,600,1200,per day,2025-09-17,Needs Repair,667.8
EQ025878,Cultivator,575,400,900,per day,2025-09-17,Good,575.0
EQ025879,Baler,2435,2000,3500,per day,2025-09-17,Good,2435.0
EQ025880,Mulcher,1104,900,1600,per day,2025-09-17,Good,1104.0
EQ025881,Cultivator,592,400,900,per day,2025-09-17,Good,592.0
EQ025882,Tractor,1994,1000,2000,per day,2025-09-17,Needs Repair,1395.8
EQ025883,Plough,433,300,800,per day,2025-09-17,Good,433.0
EQ025884,Sprayer,248,200,500,per day,2025-09-17,Good,248.0
EQ025885,Harvester,4763,3000,6000,per day,2025-09-17,Good,4763.0
EQ025886,Power Tiller,624,500,1200,per day,2025-09-17,Good,624.0
EQ025887,Cultivator,669,400,900,per day,2025-09-17,Good,669.0
EQ025888,Disc Harrow,598,500,1000,per day,2025-09-17,Good,598.0
EQ025889,Leveller,1085,800,1500,per day,2025-09-17,Good,1085.0
EQ025890,Disc Harrow,736,500,1000,per day,2025-09-17,Good,736.0
EQ025891,Plough,355,300,800,per day,2025-09-17,Needs Repair,248.5
EQ025892,Disc Harrow,777,500,1000,per day,2025-09-17,Good,777.0
EQ025893,Plough,486,300,800,per day,2025-09-17,Good,486.0
EQ025894,Baler,2173,2000,3500,per day,2025-09-17,Needs Repair,1521.1
EQ025895,Power Tiller,709,500,1200,per day,2025-09-17,Good,709.0
EQ025896,Seed Drill,765,400,900,per day,2025-09-17,Needs Repair,535.5
EQ025897,Reaper,2234,1500,2500,per day,2025-09-17,Good,2234.0
EQ025898,Pumpset,493,300,800,per day,2025-09-17,Needs Repair,345.1
EQ025899,Plough,650,300,800,per day,2025-09-17,Good,650.0
EQ025900,Thresher,796,600,1200,per day,2025-09-17,Good,796.0
EQ025901,Pumpset,478,300,800,per day,2025-09-17,Good,478.0
EQ025902,Cultivator,581,400,900,per day,2025-09-17,Good,581.0
EQ025903,Weeder,272,250,600,per day,2025-09-17,Needs Repair,190.4
EQ025904,Pumpset,520,300,800,per day,2025-09-17,Good,520.0
EQ025905,Leveller,921,800,1500,per day,2025-09-17,Good,921.0
EQ025906,Reaper,1864,1500,2500,per day,2025-09-17,Good,1864.0
EQ025907,Pumpset,621,300,800,per day,2025-09-17,Needs Repair,434.7
EQ025908,Weeder,476,250,600,per day,2025-09-17,Needs Repair,333.2
EQ025909,Mulcher,916,900,1600,per day,2025-09-17,Good,916.0
EQ025910,Disc Harrow,718,500,1000,per day,2025-09-17,Good,718.0
EQ025911,Harvester,3433,3000,6000,per day,2025-09-17,Good,3433.0
EQ025912,Cultivator,539,400,900,per day,2025-09-17,Good,539.0
EQ025913,Mulcher,1185,900,1600,per day,2025-09-17,Good,1185.0
EQ025914,Rotavator,693,400,1000,per day,2025-09-17,Good,693.0
EQ025915,Plough,520,300,800,per day,2025-09-17,Needs Repair,364.0
EQ025916,Tractor,1709,1000,2000,per day,2025-09-17,Needs Repair,1196.3
EQ025917,Disc Harrow,756,500,1000,per day,2025-09-17,Good,756.0
EQ025918,Reaper,1703,1500,2500,per day,2025-09-17,Good,1703.0
EQ025919,Reaper,1721,1500,2500,per day,2025-09-17,Needs Repair,1204.7
EQ025920,Thresher,1071,600,1200,per day,2025-09-17,Good,1071.0
EQ025921,Rotavator,712,400,1000,per day,2025-09-17,Good,712.0
EQ025922,Disc Harrow,807,500,1000,per day,2025-09-17,Needs Repair,564.9
EQ025923,Mulcher,1148,900,1600,per day,2025-09-17,Good,1148.0
EQ025924,Plough,488,300,800,per day,2025-09-17,Good,488.0
EQ025925,Baler,2358,2000,3500,per day,2025-09-17,Good,2358.0
EQ025926,Harvester,5125,3000,6000,per day,2025-09-17,Good,5125.0
EQ025927,Power Tiller,819,500,1200,per day,2025-09-17,Good,819.0
EQ025928,Tractor,1939,1000,2000,per day,2025-09-17,Good,1939.0
EQ025929,Harvester,4069,3000,6000,per day,2025-09-17,Good,4069.0
EQ025930,Sprayer,393,200,500,per day,2025-09-17,Needs Repair,275.1
EQ025931,Sprayer,243,200,500,per day,2025-09-17,Good,243.0
EQ025932,Power Tiller,955,500,1200,per day,2025-09-17,Good,955.0
EQ025933,Cultivator,493,400,900,per day,2025-09-17,Good,493.0
EQ025934,Plough,632,300,800,per day,2025-09-17,Good,632.0
EQ025935,Pumpset,662,300,800,per day,2025-09-17,Needs Repair,463.4
EQ025936,Harvester,4693,3000,6000,per day,2025-09-17,Good,4693.0
EQ025937,Plough,535,300,800,per day,2025-09-17,Good,535.0
EQ025938,Disc Harrow,739,500,1000,per day,2025-09-17,Good,739.0
EQ025939,Weeder,467,250,600,per day,2025-09-17,Good,467.0
EQ025940,Disc Harrow,742,500,1000,per day,2025-09-17,Good,742.0
EQ025941,Plough,633,300,800,per day,2025-09-17,Good,633.0
EQ025942,Leveller,1138,800,1500,per day,2025-09-17,Good,1138.0
EQ025943,Cultivator,517,400,900,per day,2025-09-17,Needs Repair,361.9
EQ025944,Weeder,368,250,600,per day,2025-09-17,Needs Repair,257.6
EQ025945,Thresher,897,600,1200,per day,2025-09-17,Needs Repair,627.9
EQ025946,Plough,414,300,800,per day,2025-09-17,Needs Repair,289.8
EQ025947,Weeder,494,250,600,per day,2025-09-17,Needs Repair,345.8
EQ025948,Sprayer,369,200,500,per day,2025-09-17,Needs Repair,258.3
EQ025949,Cultivator,581,400,900,per day,2025-09-17,Good,581.0
EQ025950,Tractor,1835,1000,2000,per day,2025-09-17,Good,1835.0
EQ025951,Weeder,434,250,600,per day,2025-09-17,Needs Repair,303.8
EQ025952,Power Tiller,785,500,1200,per day,2025-09-17,Good,785.0
EQ025953,Weeder,364,250,600,per day,2025-09-17,Good,364.0
EQ025954,Baler,2996,2000,3500,per day,2025-09-17,Good,2996.0
EQ025955,Sprayer,327,200,500,per day,2025-09-17,Good,327.0
EQ025956,Seed Drill,605,400,900,per day,2025-09-17,Good,605.0
EQ025957,Power Tiller,767,500,1200,per day,2025-09-17,Good,767.0
EQ025958,Leveller,931,800,1500,per day,2025-09-17,Good,931.0
EQ025959,Rotavator,656,400,1000,per day,2025-09-17,Needs Repair,459.2
EQ025960,Rotavator,764,400,1000,per day,2025-09-17,Needs Repair,534.8
EQ025961,Leveller,913,800,1500,per day,2025-09-17,Needs Repair,639.1
EQ025962,Plough,461,300,800,per day,2025-09-17,Needs Repair,322.7
EQ025963,Leveller,1106,800,1500,per day,2025-09-17,Good,1106.0
EQ025964,Power Tiller,974,500,1200,per day,2025-09-17,Good,974.0
EQ025965,Power Tiller,901,500,1200,per day,2025-09-17,Good,901.0
EQ025966,Mulcher,1071,900,1600,per day,2025-09-17,Needs Repair,749.7
EQ025967,Thresher,1028,600,1200,per day,2025-09-17,Good,1028.0
EQ025968,Power Tiller,888,500,1200,per day,2025-09-17,Needs Repair,621.6
EQ025969,Baler,2451,2000,3500,per day,2025-09-17,Good,2451.0
EQ025970,Reaper,1818,1500,2500,per day,2025-09-17,Needs Repair,1272.6
EQ025971,Thresher,708,600,1200,per day,2025-09-17,Good,708.0
EQ025972,Mulcher,1015,900,1600,per day,2025-09-17,Needs Repair,710.5
EQ025973,Tractor,1463,1000,2000,per day,2025-09-17,Good,1463.0
EQ025974,Weeder,390,250,600,per day,2025-09-17,Good,390.0
EQ025975,Baler,2343,2000,3500,per day,2025-09-17,Good,2343.0
EQ025976,Pumpset,417,300,800,per day,2025-09-17,Needs Repair,291.9
EQ025977,Weeder,367,250,600,per day,2025-09-17,Good,367.0
EQ025978,Harvester,4005,3000,6000,per day,2025-09-17,Needs Repair,2803.5
EQ025979,Weeder,394,250,600,per day,2025-09-17,Needs Repair,275.8
EQ025980,Rotavator,724,400,1000,per day,2025-09-17,Needs Repair,506.8
EQ025981,Sprayer,365,200,500,per day,2025-09-17,Good,365.0
EQ025982,Weeder,461,250,600,per day,2025-09-17,Good,461.0
EQ025983,Disc Harrow,765,500,1000,per day,2025-09-17,Good,765.0
EQ025984,Rotavator,697,400,1000,per day,2025-09-17,Needs Repair,487.9
EQ025985,Plough,461,300,800,per day,2025-09-17,Needs Repair,322.7
EQ025986,Cultivator,755,400,900,per day,2025-09-17,Needs Repair,528.5
EQ025987,Power Tiller,817,500,1200,per day,2025-09-17,Good,817.0
EQ025988,Tractor,1692,1000,2000,per day,2025-09-17,Good,1692.0
EQ025989,Leveller,1002,800,1500,per day,2025-09-17,Needs Repair,701.4
EQ025990,Reaper,1894,1500,2500,per day,2025-09-17,Good,1894.0
EQ025991,Rotavator,697,400,1000,per day,2025-09-17,Needs Repair,487.9
EQ025992,Cultivator,671,400,900,per day,2025-09-17,Good,671.0
EQ025993,Mulcher,1197,900,1600,per day,2025-09-17,Good,1197.0
EQ025994,Plough,537,300,800,per day,2025-09-17,Needs Repair,375.9
EQ025995,Sprayer,328,200,500,per day,2025-09-17,Good,328.0
EQ025996,Plough,495,300,800,per day,2025-09-17,Good,495.0
EQ025997,Rotavator,881,400,1000,per day,2025-09-17,Needs Repair,616.7
EQ025998,Weeder,393,250,600,per day,2025-09-17,Good,393.0
EQ025999,Disc Harrow,635,500,1000,per day,2025-09-17,Needs Repair,444.5
EQ026000,Rotavator,796,400,1000,per day,2025-09-17,Needs Repair,557.2
EQ026001,Baler,2408,2000,3500,per day,2025-09-17,Good,2408.0
EQ026002,Tractor,1729,1000,2000,per day,2025-09-17,Good,1729.0
EQ026003,Tractor,1754,1000,2000,per day,2025-09-17,Good,1754.0
EQ026004,Sprayer,371,200,500,per day,2025-09-17,Good,371.0
EQ026005,Tractor,1553,1000,2000,per day,2025-09-17,Good,1553.0
EQ026006,Seed Drill,504,400,900,per day,2025-09-17,Needs Repair,352.8
EQ026007,Sprayer,259,200,500,per day,2025-09-17,Good,259.0
EQ026008,Thresher,803,600,1200,per day,2025-09-17,Good,803.0
EQ026009,Harvester,4546,3000,6000,per day,2025-09-17,Good,4546.0
EQ026010,Disc Harrow,592,500,1000,per day,2025-09-17,Good,592.0
EQ026011,Mulcher,1313,900,1600,per day,2025-09-17,Good,1313.0
EQ026012,Sprayer,278,200,500,per day,2025-09-17,Needs Repair,194.6
EQ026013,Rotavator,755,400,1000,per day,2025-09-17,Good,755.0
EQ026014,Baler,2674,2000,3500,per day,2025-09-17,Good,2674.0
EQ026015,Thresher,880,600,1200,per day,2025-09-17,Good,880.0
EQ026016,Sprayer,313,200,500,per day,2025-09-17,Good,313.0
EQ026017,Cultivator,535,400,900,per day,2025-09-17,Good,535.0
EQ026018,Power Tiller,883,500,1200,per day,2025-09-17,Needs Repair,618.1
EQ026019,Seed Drill,569,400,900,per day,2025-09-17,Good,569.0
EQ026020,Pumpset,517,300,800,per day,2025-09-17,Good,517.0
EQ026021,Cultivator,542,400,900,per day,2025-09-17,Good,542.0
EQ026022,Baler,2455,2000,3500,per day,2025-09-17,Good,2455.0
EQ026023,Weeder,397,250,600,per day,2025-09-17,Good,397.0
EQ026024,Pumpset,501,300,800,per day,2025-09-17,Good,501.0
EQ026025,Pumpset,505,300,800,per day,2025-09-17,Good,505.0
EQ026026,Plough,485,300,800,per day,2025-09-17,Good,485.0
EQ026027,Pumpset,575,300,800,per day,2025-09-17,Good,575.0
EQ026028,Cultivator,569,400,900,per day,2025-09-17,Good,569.0
EQ026029,Mulcher,1301,900,1600,per day,2025-09-17,Good,1301.0
EQ026030,Baler,3042,2000,3500,per day,2025-09-17,Needs Repair,2129.4
EQ026031,Tractor,1473,1000,2000,per day,2025-09-17,Good,1473.0
EQ026032,Reaper,2233,1500,2500,per day,2025-09-17,Needs Repair,1563.1
EQ026033,Harvester,3967,3000,6000,per day,2025-09-17,Good,3967.0
EQ026034,Cultivator,532,400,900,per day,2025-09-17,Good,532.0
EQ026035,Harvester,4316,3000,6000,per day,2025-09-17,Good,4316.0
EQ026036,Disc Harrow,636,500,1000,per day,2025-09-17,Needs Repair,445.2
EQ026037,Sprayer,337,200,500,per day,2025-09-17,Good,337.0
EQ026038,Plough,664,300,800,per day,2025-09-17,Good,664.0
EQ026039,Baler,2223,2000,3500,per day,2025-09-17,Good,2223.0
EQ026040,Baler,2493,2000,3500,per day,2025-09-17,Good,2493.0
EQ026041,Thresher,1028,600,1200,per day,2025-09-17,Good,1028.0
EQ026042,Sprayer,293,200,500,per day,2025-09-17,Good,293.0
EQ026043,Power Tiller,808,500,1200,per day,2025-09-17,Good,808.0
EQ026044,Cultivator,629,400,900,per day,2025-09-17,Good,629.0
EQ026045,Cultivator,470,400,900,per day,2025-09-17,Good,470.0
EQ026046,Sprayer,352,200,500,per day,2025-09-17,Good,352.0
EQ026047,Disc Harrow,668,500,1000,per day,2025-09-17,Good,668.0
EQ026048,Leveller,979,800,1500,per day,2025-09-17,Good,979.0
EQ026049,Pumpset,631,300,800,per day,2025-09-17,Good,631.0
EQ026050,Harvester,4106,3000,6000,per day,2025-09-17,Good,4106.0
EQ026051,Reaper,2078,1500,2500,per day,2025-09-17,Good,2078.0
EQ026052,Seed Drill,532,400,900,per day,2025-09-17,Good,532.0
EQ026053,Baler,2371,2000,3500,per day,2025-09-17,Good,2371.0
EQ026054,Tractor,1767,1000,2000,per day,2025-09-17,Good,1767.0
EQ026055,Mulcher,1530,900,1600,per day,2025-09-17,Good,1530.0
EQ026056,Tractor,2000,1000,2000,per day,2025-09-17,Good,2000.0
EQ026057,Power Tiller,1105,500,1200,per day,2025-09-17,Good,1105.0
EQ026058,Power Tiller,870,500,1200,per day,2025-09-17,Good,870.0
EQ026059,Plough,476,300,800,per day,2025-09-17,Needs Repair,333.2
EQ026060,Seed Drill,683,400,900,per day,2025-09-17,Good,683.0
EQ026061,Seed Drill,676,400,900,per day,2025-09-17,Good,676.0
EQ026062,Thresher,919,600,1200,per day,2025-09-17,Good,919.0
EQ026063,Leveller,1081,800,1500,per day,2025-09-17,Good,1081.0
EQ026064,Thresher,1104,600,1200,per day,2025-09-17,Needs Repair,772.8
EQ026065,Seed Drill,662,400,900,per day,2025-09-17,Needs Repair,463.4
EQ026066,Seed Drill,747,400,900,per day,2025-09-17,Needs Repair,522.9
EQ026067,Disc Harrow,810,500,1000,per day,2025-09-17,Needs Repair,567.0
EQ026068,Plough,514,300,800,per day,2025-09-17,Good,514.0
EQ026069,Harvester,4212,3000,6000,per day,2025-09-17,Good,4212.0
EQ026070,Reaper,2129,1500,2500,per day,2025-09-17,Needs Repair,1490.3
EQ026071,Power Tiller,887,500,1200,per day,2025-09-17,Good,887.0
EQ026072,Cultivator,763,400,900,per day,2025-09-17,Needs Repair,534.1
EQ026073,Seed Drill,567,400,900,per day,2025-09-17,Good,567.0
EQ026074,Weeder,445,250,600,per day,2025-09-17,Good,445.0
EQ026075,Power Tiller,617,500,1200,per day,2025-09-17,Needs Repair,431.9
EQ026076,Disc Harrow,614,500,1000,per day,2025-09-17,Good,614.0
EQ026077,Pumpset,483,300,800,per day,2025-09-17,Needs Repair,338.1
EQ026078,Power Tiller,919,500,1200,per day,2025-09-17,Good,919.0
EQ026079,Power Tiller,782,500,1200,per day,2025-09-17,Good,782.0
EQ026080,Plough,300,300,800,per day,2025-09-17,Needs Repair,210.0
EQ026081,Rotavator,660,400,1000,per day,2025-09-17,Good,660.0
EQ026082,Baler,2889,2000,3500,per day,2025-09-17,Good,2889.0
EQ026083,Seed Drill,625,400,900,per day,2025-09-17,Good,625.0
EQ026084,Baler,2453,2000,3500,per day,2025-09-17,Needs Repair,1717.1
EQ026085,Reaper,1793,1500,2500,per day,2025-09-17,Needs Repair,1255.1
EQ026086,Cultivator,541,400,900,per day,2025-09-17,Good,541.0
EQ026087,Seed Drill,718,400,900,per day,2025-09-17,Good,718.0
EQ026088,Mulcher,1061,900,1600,per day,2025-09-17,Needs Repair,742.7
EQ026089,Mulcher,1386,900,1600,per day,2025-09-17,Needs Repair,970.2
EQ026090,Harvester,4029,3000,6000,per day,2025-09-17,Good,4029.0
EQ026091,Rotavator,531,400,1000,per day,2025-09-17,Good,531.0
EQ026092,Disc Harrow,763,500,1000,per day,2025-09-17,Needs Repair,534.1
EQ026093,Thresher,792,600,1200,per day,2025-09-17,Good,792.0
EQ026094,Weeder,431,250,600,per day,2025-09-17,Needs Repair,301.7
EQ026095,Weeder,411,250,600,per day,2025-09-17,Good,411.0
EQ026096,Pumpset,555,300,800,per day,2025-09-17,Good,555.0
EQ026097,Disc Harrow,688,500,1000,per day,2025-09-17,Good,688.0
EQ026098,Pumpset,468,300,800,per day,2025-09-17,Needs Repair,327.6
EQ026099,Seed Drill,793,400,900,per day,2025-09-17,Good,793.0
EQ026100,Rotavator,678,400,1000,per day,2025-09-17,Good,678.0
EQ026101,Plough,405,300,800,per day,2025-09-17,Good,405.0
EQ026102,Tractor,2000,1000,2000,per day,2025-09-17,Needs Repair,1400.0
EQ026103,Tractor,1724,1000,2000,per day,2025-09-17,Good,1724.0
EQ026104,Harvester,5020,3000,6000,per day,2025-09-17,Good,5020.0
EQ026105,Plough,451,300,800,per day,2025-09-17,Good,451.0
EQ026106,Seed Drill,519,400,900,per day,2025-09-17,Good,519.0
EQ026107,Tractor,2000,1000,2000,per day,2025-09-17,Good,2000.0
EQ026108,Cultivator,561,400,900,per day,2025-09-17,Good,561.0
EQ026109,Thresher,686,600,1200,per day,2025-09-17,Good,686.0
EQ026110,Pumpset,426,300,800,per day,2025-09-17,Needs Repair,298.2
EQ026111,Reaper,2301,1500,2500,per day,2025-09-17,Needs Repair,1610.7
EQ026112,Plough,538,300,800,per day,2025-09-17,Needs Repair,376.6
EQ026113,Seed Drill,727,400,900,per day,2025-09-17,Good,727.0
EQ026114,Mulcher,1505,900,1600,per day,2025-09-17,Needs Repair,1053.5
EQ026115,Leveller,969,800,1500,per day,2025-09-17,Good,969.0
EQ026116,Leveller,1126,800,1500,per day,2025-09-17,Good,1126.0
EQ026117,Harvester,4375,3000,6000,per day,2025-09-17,Good,4375.0
EQ026118,Harvester,5035,3000,6000,per day,2025-09-17,Good,5035.0
EQ026119,Plough,488,300,800,per day,2025-09-17,Good,488.0
EQ026120,Rotavator,667,400,1000,per day,2025-09-17,Good,667.0
EQ026121,Plough,461,300,800,per day,2025-09-17,Good,461.0
EQ026122,Plough,538,300,800,per day,2025-09-17,Good,538.0
EQ026123,Rotavator,499,400,1000,per day,2025-09-17,Good,499.0
EQ026124,Reaper,1555,1500,2500,per day,2025-09-17,Good,1555.0
EQ026125,Thresher,906,600,1200,per day,2025-09-17,Good,906.0
EQ026126,Power Tiller,880,500,1200,per day,2025-09-17,Good,880.0
EQ026127,Harvester,4747,3000,6000,per day,2025-09-17,Good,4747.0
EQ026128,Cultivator,651,400,900,per day,2025-09-17,Good,651.0
EQ026129,Tractor,1616,1000,2000,per day,2025-09-17,Good,1616.0
EQ026130,Sprayer,307,200,500,per day,2025-09-17,Needs Repair,214.9
EQ026131,Cultivator,538,400,900,per day,2025-09-17,Good,538.0
EQ026132,Tractor,1805,1000,2000,per day,2025-09-17,Good,1805.0
EQ026133,Baler,2381,2000,3500,per day,2025-09-17,Needs Repair,1666.7
EQ026134,Plough,475,300,800,per day,2025-09-17,Good,475.0
EQ026135,Seed Drill,517,400,900,per day,2025-09-17,Good,517.0
EQ026136,Mulcher,1250,900,1600,per day,2025-09-17,Good,1250.0
EQ026137,Tractor,1675,1000,2000,per day,2025-09-17,Good,1675.0
EQ026138,Seed Drill,561,400,900,per day,2025-09-17,Good,561.0
EQ026139,Sprayer,248,200,500,per day,2025-09-17,Needs Repair,173.6
EQ026140,Sprayer,280,200,500,per day,2025-09-17,Good,280.0
EQ026141,Sprayer,327,200,500,per day,2025-09-17,Good,327.0
EQ026142,Tractor,1598,1000,2000,per day,2025-09-17,Good,1598.0
EQ026143,Leveller,1154,800,1500,per day,2025-09-17,Needs Repair,807.8
EQ026144,Mulcher,1291,900,1600,per day,2025-09-17,Needs Repair,903.7
